page_number,directions,ingredients,prep_time_minutes,ready_in_minutes
145,"1. Microwave IMO syrup in a bowl until bubbles start to form 
(about 30 seconds on high).
2. Remove bowl from microwave and add remaining 
ingredients. Combine all the ingredients together with 
a mixer or spoon until you achieve a sticky, doughy 
consistency.
3. Spread mixture onto a silicone tray and transfer to a 
freezer. Pro Tip: To help transfer the gooey mixture, Greg 
recommends that you spray one of your fingers with 
cooking spray to help to evenly distribute across the tray.
4. After about 1 hour in the freezer, remove the tray and let 
sit at room temperature for 5 minutes. Slice the batch into 
portion sizes of choice (for reference on the nutrition by 
portion size, see the nutrition table). Wrap individual pieces 
in wax paper and return them to the freezer.
5. Chocolate bars should remain in the freezer until they are 
ready to be eaten. Eat within 5 minutes of removing from 
the freezer for best results.","M A K E S  1  B A T C H .  S E R V I N G 
S I Z E  V A R I E S  D E P E N D I N G 
O N  H O W  L A R G E  O R  S M A L L 
Y O U  C U T  T H E  P I E C E S .
~230g (7 scoops) chocolate peanut 
butter whey protein powder
315ml (1⅓ cup) IMO syrup such as 
Vitafiber syrup
220g (2 servings) overripe banana
110g Special K Protein Cereal
Cooking spray",20,2 HOUR
147,"1. Pop popcorn in the microwave per directions. Once popped, 
place the popped popcorn in a larger bowl than last time.  
Remove all unpopped kernals (this makes a HUGE difference)!
2. Separately, put the IMO syrup in a microwave-safe bowl, and 
microwave for 30 seconds.
3. Add chocolate syrup, protein powder and sweetener to the IMO 
syrup and stir with a spoon. 
4. Pour the syrup/protein powder mixture on top of the popped 
SmartPop, and carefully mix with a spatula until well combined 
NOTE: It can take some work to get the popcorn evenly coated. If 
you don’t mind getting a little messy use your hands!
5. Place and store the chocolate popcorn in the freezer. Eat half now 
and save the rest for later if you can!! (Although you might not be 
able to... these are crazy good!)","M A K E S  2  S E R V I N G S
2 bags SmartPop popcorn (~400 
calories - because not all kernels 
pop)
80g (1/3 cup) IMO syrup such as 
Vitafiber
50g (1½ scoop) chocolate protein 
powder
30g (2 tbsp) Walden Farms 
chocolate syrup or sugar-free 
chocolate syrup of choice
1 packet (2 tsp) sweetener",10,20
148,"1. Pop popcorn in the microwave per directions. Once popped, 
place the popped popcorn in a large bowl. Remove all unpopped 
kernals (this makes a HUGE difference)!
2. Separately, put the IMO syrup and the Walden Farms syrup in a 
microwave-safe bowl, and microwave for 30 seconds.
3. Add chocolate syrup and protein powder to the bowl of IMO 
syrup and stir with a spoon.
4. Pour the syrup/protein powder mixture on top of the popped 
SmartPop, and carefully mix with a spatula until well combined 
NOTE: It can take some work to get the popcorn evenly coated. If 
you don’t mind getting a little messy use your hands!
5. Place and store the coated popcorn in the freezer. Eat half now 
and save the rest for later if you can!! (Although you might not be 
able to... these are crazy good!)","M A K E S  2  S E R V I N G S
1 bag SmartPop popcorn (~200 
calories - because not all kernels 
pop)
80g (1/3 cup) IMO syrup such as 
Vitafiber
50g (1½ scoop) protein powder, 
flavor of choice
38g (2½ tbsp) Walden Farms 
chocolate syrup OR 30g (2 tbsp) 
sugar-free maple syrup",10,20
149,"1. Pop popcorn in the microwave per directions. Once popped, 
place the popped popcorn in a large bowl. Remove all unpopped 
kernals (this makes a HUGE difference)!
2. Separately, put the IMO syrup in a microwave-safe bowl, and 
microwave for 30 seconds.
3. Add the sugar-free maple syrup and protein powder scoops to 
the bowl of liquid IMO syrup, and mix with a spoon until even 
throughout.
4. Pour the syrup/protein powder mixture on top of the popped 
SmartPop, and carefully mix with a spatula until well combined 
NOTE: It can take some work to get the popcorn evenly coated. If 
you don’t mind getting a little messy use your hands!
5. Place and store the coated popcorn in the freezer. Eat half now 
and save the rest for later if you can!! (Although you might not be 
able to... these are crazy good!)","M A K E S  2  S E R V I N G S
1 bag SmartPop popcorn (~200 
calories - because not all kernels 
pop)
60g (1/4 cup) IMO syrup such as 
Vitafiber
33g (1 scoop) protein powder, flavor 
of choice
30g (2 tbsp) sugar-free maple syrup 
of choice",10,20
151,"1. Chop apples into medium cubes.
2. Add apples, oats, sweetener, and cinnamon to a large 
microwave-safe bowl and toss with a fork.
3. Blend water and guar gum on high for 15 seconds.
4. Add blended water and guar gum mixture to the microwave-safe 
container, and stir all ingredients with a fork.
5. Place the bowl in the microwave and heat on high. Remove the 
bowl from the microwave and add water and stir as needed until 
apples are very soft (or as soft as you want them to be.) This may 
take anywhere from 10-40 minutes depending on how strong 
your microwave is and how mushy you want your apples to be!","M A K E S  1  S E R V I N G
45g (½ cup) rolled oats
570g (3 servings) apples
6 packets (1/4 cup) sweetener
9g (3 tsp) guar gum
1-1½ tsp cinnamon
1 liter of water",15,50
153,"1. Preheat the oven to 350°F (177°C)
2. Add the banana and yogurt in a blender and blend till smooth.
3. Add in the rest of the ingredients and blend again until everything 
is well mixed.
4. Spray a donut pan with cooking spray. Fill the donut pan ½ - ¾ 
full and bake for approximately 10 minutes.
5. Once done, let cool for approximately 1 minute, take the 
doughnuts out of the molds and let them cool on a wire rack.",,20,40
154,"1. Pre-heat the oven to 350°F (177°C).
2. Place all ingredients in the blender except for the fudge 
sauce. Blend until there is a smooth consistency.
3. Spray a cake or brownie pan with cooking spray. Add the 
gooey brownie mixture to the pan, and spread evenly.
4. Place the brownie in the oven and bake at 350°F (177°C) for 
25-30 minutes, or until a toothpick test comes out clean.
5. Remove the brownies from the oven, and let sit for about 
10-15 minutes. Drizzle the fudge sauce on top of the 
brownie. Then, slice the brownie batch into portion sizes of 
choice (for reference on the nutrition by portion size, see 
the nutrition table at the bottom right of this page).
6. Serve and enjoy the mouth-watering chocolatey brownie!","M A K E S  1 2  B R O W N I E S
60ml (¼ cup) low-calorie syrup
240ml (1 cup) unsweetened almond milk
5g (1 tsp) vanilla extract
12 packets (or ~½ cup) sweetener
Cooking spray
M I X  D R Y :
48g (½ cup) powdered peanut butter (PB2) 
90g (¾ cup) all-purpose flour
5g (1 tsp) baking powder
Pinch of salt 
F U D G E  S A U C E :
15g (3 tbsp) cocoa powder
18g (3 tbsp) powdered peanut butter (PB2)
60ml (¼ cup) low calorie syrup
60ml (¼ cup) hot water",20,60
155,"1. Pre-heat the oven to 350°F (176°C).
2. Blend all ingredients except for chocolate chips until smooth
3. Add in chocolate chips and mix in by hand
4. Add the mixture into a cupcake pan or a regular baking pan.
5. Bake at 350°F (176°C) for 15-17 minutes or until you can stick a 
toothpick into the cupcake and the toothpick comes out clean.
6. Let sit to cool completely to firm up",,20,60
156,"1. Preheat the oven to 350°F (177°C)
2. Add all dough ingredients to a large bowl. Whisk until dough 
begins to form dough (it will be sticky). With your hands, roll the 
dough into a ball and let sit.
3. Place the dough on a floured surface and spread out into a long 
rectangle using wet fingers.
4. Spread the filling over the dough, then roll into a log. (May need a 
butter knife to help roll if sticking to the surface)
5. Place roll onto a sprayed mug and drizzle any leftover filling over 
it.
6. Bake for approximately 15-20 minutes, checking for doneness 
after 15 minutes.
7. Remove from the oven when done baking. Let sit for 2-3 minutes 
before eating.",,20,45
158,"1. Mix all ingredients for the Chocolate Cake Chunks in a microwave-
safe bowl with a whisk until evenly mixed.
2. Microwave the batter for 60 seconds until it is cooked fully 
through and resembles a cake (note that microwave times may 
vary as they have different power - keep adding 10 seconds at a 
time until fully cooked through.)
3. Remove the cake from the bowl and cut into bite-sized chunks.
4. Next, place all of the ingredients for the shake/ice cream into 
a blender. Blend all together until the batter is very thick and 
smooth. You may need to scrape down the sides to ensure it 
blends perfectly.
5. Remove ice cream from the blender and place into a bowl. Add 
the lava cake chunk toppings as well as your low-calorie/sugar-
free chocolate sauce to the top.
6. Eat immediately and try to not get brain freeze. Enjoy!","M A K E S  1  S M A L L  S E R V I N G
Chocolate Cake Chunks:
16g (½ scoop) protein powder (65 
calories)
5g (1 tbsp) cocoa powder 
1.5g (½ tsp) guar/xanthan gum
15ml (1 tbsp) water
Shake/Ice Cream:
33g (1 scoop) vanilla protein powder 
(130 calories)
1.5g (½ tsp) guar/xanthan gum
½ serving frozen fruit of choice (50 
cals.)
60ml (¼ cup) unsweetened almond 
milk
1 packet (2 tsp) sweetener
Ice*
T O P  W I T H :
15ml (1 tbsp) sugar-free chocolate 
sauce (5 calories)",10,20
159,"1. Add all ingredients to a blender. Blend for 1 minute on medium-high speed until there is a smooth 
consistency. Note that if you use casein protein, the protein ice cream pudding will be thicker.
2. Scrape sides of the blender and ensure all ingredients are blended. You may have to pulse the blender a 
few times depending on the consistency you want to achieve. You can always add more ice or water to 
get the consistency you desire.
3. Pour the mixture out of the blender and into a bowl to consume immediately. You may drizzle with 
powdered peanut butter, or fresh blueberries, or Walden Farms low-calorie syrup, or popcorn, anything 
that makes it more interesting and delicious for you. IT DOESN’T MATTER! There are NO rules in this 
kitchen! Just be sure that you account for your toppings when tracking your calories.",,10,10
160,"1. Add all ingredients to a blender. Blend for 3 minutes on medium-
high speed until there is a smooth consistency. Note that the 
more casein protein is used, the thicker the pudding will be.
2. Remove pudding from blender and transfer to an airtight 
refrigerator safe container. Pudding is ready to eat.","M A K E S  2  S E R V I N G S
500g (2 cups) 0% fat cottage cheese
720ml (3 cups) unsweetened 
almond milk (90 calories)
33g (1 scoop) chocolate peanut 
butter whey protein powder
24g (1/4 cup) powdered peanut 
butter (PB2)
1 packet fat-free sugar-free Jell-O 
chocolate pudding (140 calories)
6g (2 tsp) guar/xanthan gum
15g (3 tbsp) cocoa powder
10 packets (⅜ cup) sweetener (to 
taste)
Cottage Cheese Chocolate PB 
Delight",,10
161,"1. Add all ingredients to a bowl, with cottage cheese at the bottom, 
then Liquid Muscle egg whites, then fruit.
2. Dessert is ready to eat.","M A K E S  1  S M A L L  S E R V I N G
125g (½ cup) 0% fat cottage cheese
125ml (½ cup) Liquid Muscle or 
Muscle Egg flavored egg whites 
(flavor of choice)
½ serving fruit (up to 50 calories)",,10
162,"1. Add all ingredients to a blender. Blend for 3 minutes on medium-
high speed until there is a smooth consistency.
2. Remove pudding from blender and transfer to an airtight 
refrigerator safe container. Pudding is ready to eat.","M A K E S  2  S E R V I N G S
360ml (1½ cup) lactose-free protein 
milk (use the lactose free milk with 
the highest protein you can find! 
Mine has 13g of protein per cup!)
120 ml (½ cup) unsweetened 
almond milk
3g (1 tsp) guar/xanthan gum
33g (1 scoop) whey protein of 
choice
1 packet fat-free sugar-free 
chocolate Jell-O pudding (140 
calories)",10,
163,"1. Mix the yogurt, protein powder, Walden Farms syrup, and 
sweetener together in a bowl.
2. Whip with a mixer for approximately 2 min until all of the 
ingredients are evenly blended and the mixture is fluffy.
3. Top with berries and any additional syrup. Serve and enjoy!",,10,15
164,"1. Add all ingredients to a Ninja blender. Blend for 3 minutes on 
medium/high speed until there is a smooth consistency
2. Remove pudding from blender and transfer to an air-tight 
refrigerator safe container. Pudding is ready to eat.","M A K E S  1  S I N G L E  H I G H 
P R O T E I N  M U G - C A K E .
500g (2 cups) 0% fat cottage cheese
~1L (4½ cups) unsweetened almond milk
66g (2 scoops) chocolate protein powder
1 packet fat-free sugar-free chocolate 
Jell-O pudding (140 calories)
13-18g (1½-2 tbsp) guar/xanthan gum
10 packets (~6 tbsp) sweetener",5,10
166,"1. Throw everything into a Ninja Blender and blend until 
smooth. 
2. Spray 4-6 (depending on how many calories you want) 
microwave-safe mugs/containers with cooking spray for 1 
second. 
3. Pour batter into the 4-6 microwaveable mugs/containers, and 
microwave on high for 30 seconds (If not finished, cook for 
10 seconds at a time). Do not overcook, ensure the centre is 
very gooey!","M A K E S  1  M E G A  B A T C H . 
S E R V I N G  S I Z E  V A R I E S 
D E P E N D I N G  O N  H O W  M A N Y 
C A L O R I E S  Y O U  W A N T
165g (5 scoops) chocolate protein 
powder
40g (½ cup) cocoa powder
360g (1½ cup) egg whites
240ml (1 cup) water
12 packets (½ cup) sweetener (to taste)
6g (2 tsp) guar/xanthan gum
Cooking spray
Chocolate Protein Lava Cake 
(Mega Batch)",10,15
167,"1. Preheat the oven to 350°F (177°C).
2. In a large bowl, mix all the dry ingredients together well. In a 
separate bowl, mix all the wet ingredients together. Add wet and 
dry ingredients together, and fully mix. 
3. Spray a baking dish with cooking spray. Pour the batter in the 
greased pan and place in the oven. Bake the cake for 30-40 
minutes or until fully cooked. Use a toothpick and insert it in the 
middle of the cake. If it comes out clean then it is done. 
4. Remove the cake from the oven and let it cool for 30 minutes 
before cutting and serving.","M A K E S  4  S E R V I N G S
60g (~⅝ cup) powdered peanut 
butter (PB2)
66g (2 scoops) chocolate protein 
powder
250g (~1 cup) pumpkin purée
2g (½ tsp) baking powder
2.5g (½ tsp) baking soda
¼ tsp sea salt
5g (1 tsp) vanilla extract
80g (⅓ cup) egg whites
125g (½ cup) 0% fat cottage cheese
130g chickpeas (cooked)
15 packets (⅝ cup) sweetener (to 
taste)",20,60
168,"1. Spray a mircowave-save mug/container with cooking spray. 
Add all ingredients (in any order) into the mug/container and 
stir with a spoon until batter is smooth
2. Place the mug/container into the microwave and cook on  
high for 30 seconds (If not finished, cook for 10 seconds at a 
time). Do not overcook, ensure the centre is still gooey!","M A K E S  1  S I N G L E  H I G H 
P R O T E I N  M U G  C A K E
33g (1 scoop) chocolate protein 
powder
5g (1 tbsp) cocoa powder
60ml/~60g (¼ cup) egg whites
3 packets (2 tbsp) sweetener (to 
taste)
1g (~ ¼ tsp) guar/xanthan gum
Cooking spray",5,10
169,"1. Spray a mircowave-save mug/container with cooking spray. 
Add all ingredients (in any order) into the mug/container and 
stir with a spoon until batter is smooth
2. Place the mug/container into the microwave and cook on  
high for 30 seconds (If not finished, cook for 10 seconds at a 
time). Do not overcook, ensure the centre is very gooey!","M A K E S  1  S I N G L E  H I G H 
P R O T E I N  M U G  C A K E
50g (1.5 scoop) chocolate protein 
powder
5g (1 tbsp) cocoa powder
30ml (2 tbsp) Walden Farms Chocolate 
Syrup
30ml (2 tbsp) water
2 packets (4 tsp) sweetener (to taste)
1g (~¼ tsp) guar/xanthan gum
Cooking spray",5,10
171,"1. Add all ingredients to a blender. Blend for 1 minute on medium-
high speed until there is a smooth consistency. Note that if you 
use casein protein, the shake will be thicker.
2. Scrape sides of the blender and ensure all ingredients are 
blended. You may have to pulse the blender a few times 
depending on the consistency you want to achieve. You can 
always add more ice or almond milk to get the consistency you 
desire.
3. Pour the mixture out of the blender and into a mug to consume 
immediately. You may drizzle with powdered peanut butter, fresh 
blueberries, or Walden Farms low-calorie syrup.","M A K E S  1  S M A L L  S E R V I N G
33g (1 scoop) protein powder of 
choice
45g (¼ serving) frozen blueberries
1g (¼ tsp) guar/xanthan gum
90ml (⅜ cup) unsweetened almond 
milk
Ice",10,10
172,"1. Add all ingredients to a blender. Blend for 1 minute on medium-
high speed until there is a smooth consistency. Note that if you 
use casein protein, the ice cream will be thicker.
2. Scrape sides of the blender and ensure all ingredients are 
blended. You may have to pulse the blender a few times 
depending on the consistency you want to achieve. You can 
always add more ice or water to get the consistency you desire.
3. Pour the mixture out of the blender and into a bowl to consume 
immediately. You may drizzle with powdered peanut butter, or 
fresh blueberries, or Walden Farms low-calorie syrup, or popcorn, 
anything that makes it more interesting and delicious for you. 
IT DOESN’T MATTER! There are NO rules in this kitchen! Just 
be sure that you account for your toppings when tracking your 
calories.","M A K E S  1  M E D I U M 
S E R V I N G
50g (1½ scoops) chocolate peanut 
butter protein powder
135g (¾ serving) frozen blueberries
12g (2 tbsp) chocolate peanut 
butter powder (chocolate PB2)
~2g (¾ tsp) guar/xanthan gum
90ml (⅜ cup) unsweetened almond 
milk
2 packet (4 tsp) sweetener
Ice",10,10
173,"1. Take the Fiber One Brownie bar and slice it into bite-sized chunks.
Transfer the brownie chunks into a bowl and set aside.
2. Pour water, salt, guar gum, Stevia, fudge protein powder, cocoa
powder, and ice into the blender. Blend for 1 minute on high.
After 1 minute, make sure to scrape the sides and bottom so that
all unblended ingredients are thoroughly incorporated. Blend
again for 1 minute and 30 seconds on High. Consistency after
blending should be a thick cream.
3. Place fudge ice cream mixture into a container. Take the brownie
chunks and sprinkle on top for added flavor and crunch. Enjoy!","M A K E S  1  L A R G E  O R  2 
S M A L L  S E R V I N G S
66g (2 scoops) fudge protein 
powder (260 calories, 50g protein)
20g (4 tbsp) cocoa powder
50g Fiber One Brownie Bar
4g (~1¼ tsp) guar gum
2 packets sweetener (4 tsp) OR ~1 
tbsp Stevia/Erythritol
¼ tsp salt
60g water
420g ice
Chocolate Fudge Brownie 
Protein Ice Cream",10,15
174,"1. Add all ingredients to a blender. Blend for 1 minute on medium-high speed until there is a smooth 
consistency. Note that if you use casein protein, the ice cream will be thicker.
2. Scrape sides of the blender and ensure all ingredients are blended. You may have to pulse the blender a 
few times depending on the consistency you want to achieve. You can always add more ice or water to 
get the consistency you desire.
3. Pour the mixture out of the blender and into a bowl to consume immediately. You may drizzle with 
powdered peanut butter, or fresh blueberries, or Walden Farms low-calorie syrup, or popcorn, anything 
that makes it more interesting and delicious for you. IT DOESN’T MATTER! There are NO rules in this 
kitchen! Just be sure that you account for your toppings when tracking your calories.",,10,10
175,"1. In a Ziploc bag, crush the walnuts into tiny pieces. Set aside.
2. Place sugar-free chocolate chips into a small bowl. Microwave for
1 minute on high. You may stir with a spoon to thoroughly melt
the chocolate. Set aside.
3. Next, place a piece of parchment paper on top of a plate.
4. Coat the banana chips with the melted chocolate using a spoon
or spatula. (Note that you must act fast while the chocolate is still
melted or it will not stick to the banana chips.) Place the chocolate
glazed banana chips on the plate covered with parchment paper.
5. Sprinkle the crushed walnuts on top of the chips and place inside
the refrigerator to cool.
6. Pour water, salt, guar gum, stevia, chocolate peanut butter
protein, banana pudding mix, and ice in a blender. Blend for 1
minute on high.  After 1 minute, make sure to scrape the sides
and bottom so that all unblended ingredients are thoroughly
incorporated. Blend again for 1 minute on high. Consistency after
blending should be a thick cream.
7. Pour the banana ice cream mixture in a container and spread
thoroughly. Get the chocolate glazed banana chips from the
fridge and add them on top of the banana ice cream mixture. Add
the remaining crushed walnuts and chocolate chips for that extra
crunch. Enjoy!","M A K E S  2  S E R V I N G S
33g (1 scoop) chocolate peanut 
butter protein powder (130 calories, 
25g protein)
42g sugar-free Jello banana 
pudding mix 
20g sugar-free chocolate chips
8g walnuts
14g banana chips
5g (~1½ tsp) guar gum 
2 packets sweetener (4 tsp) OR ~1 
tbsp Stevia/Erythritol
2g salt
400g ice
80g water",5,15
176,"1. In a blender, mix Walden Farms walnut syrup, salt, guar gum,
stevia, vanilla whey protein powder, cocoa powder, medium 
instant coffee, and ice. Blend for 1 minute on High. After 1 
minute, make sure to scrape the sides and bottom so that all 
unblended ingredients are thoroughly incorporated. Blend again 
for 1 minute on High. Consistency after blending should be a 
thick cream. Set aside.
2. Grab a container of your choice and glaze the insides and the
bottom of the container with some of the Health Shell Topping
syrup. Next, pour in your coffee ice cream mixture into the
container and spread thoroughly.
3. Glaze over or mix in the rest of the Heath Shell Topping Syrup on
top of the ice cream. Lastly, sprinkle the Heath Toffee Bits on top
for added crunch. Enjoy!","M A K E S  1  L A R G E  O R  2 
S M A L L  S E R V I N G S
66g (2 scoops) vanilla whey protein 
(260 calories, 50 protein)
35g Hershey’s Health Shell Topping
15g Heath Toffee Bits (Bits O Brickle)
4g (~1¼ tsp) guar gum
10g (2 tbsp) cocoa powder
70g Walden Farms Walnut Syrup
1 packets sweetener (2 tsp) OR ~½ 
tbsp Stevia/Erythritol
2.5g medium instant coffee
420g ice
1½ g salt
Coffee Toffee Bar Crunch 
Protein Ice Cream",5,10
177,"1. To make the Chocolate Fudge, mix the sugar free syrup,
chocolate protein powder, stevia, cocoa powder, and guar gum 
in a bowl. When all ingredients are thoroughly mixed, place the 
bowl in the freezer for 1 hour.
2. Next, make the peanut butter cream. Place the pretzels in a
plastic bag, crush them thoroughly, and set aside. Then, in a bowl,
mix the crushed pretzels with the remaining dry ingredients (salt,
stevia, guar gum, powdered peanut butter, and peanut butter
protein powder)
3. Add the water, ice and peanut butter ice cream mixture to a
blender. Blend on high for 1 minute. After 1 minute, scrape
down the sides/edges if needed. Blend again for 1 minute and
30 seconds on High. After blending, the consistency should be a
thick cream.
4. Scoop out the peanut butter ice cream mixture into a container
of your choice and place it inside the freezer for 10 minutes. After
10 minutes, take your peanut butter ice cream mixture out of the
freezer along with the chocolate fudge.
5. Cut your Chocolate Fudge into small pieces and (optionally) dip
them into more crushed pretzels for that extra crunch. Garnish the
chocolate fudge chunks on top of your peanut butter ice cream.
Optionally, you may add whole pretzels as desired and Walden
Farms Calorie Free Syrup for extra taste. Enjoy!","M A K E S  1  L A R G E  S E R V I N G  O R 
2  S M A L L  S E R V I N G S
I C E  C R E A M :
50g (1½) scoops peanut butter protein 
powder (225 calories, 33g protein)
45g powdered peanut butter (PB2)
7g Snyder’s Itty Bitty Mini pretzels
3g (1 tsp) guar gum
1 packet sweetener (2 tsp) OR ~½ tbsp 
Stevia/Erythritol
405g ice
115g water
½ tsp salt
C H O C O L A T E  F U D G E :
17g (½ scoop) chocolate protein 
powder (75 calories)
12g Hershey’s sugar-free syrup
5g (1 tbsp) cocoa powder
1g (¼ tsp) guar gum
½ packet sweetener OR 1 tsp Stevia/
Erythritol
Netflix & Chill’d Protein 
Ice Cream",5,10
179,"1. Mix the pure pumpkin, ½ scoop vanilla whey powder, baking
powder, 8g Stevia, ½g pumpkin pie spice, a tiny pinch of salt 
thoroughly in a container. Microwave the mixture for 1 to 2 
minutes or until you get an almost dry and crumbly consistency.
Place the pumpkin crust in the fridge to cool.
2. Next, place the graham crackers in a ziplock bag and crush them.
Set aside.
3. In a blender, pour the water, ice ½g pumpkin pie spice powder,
salt, guar gum, 16g Stevia, 1½ scoops vanilla protein powder,
and sugar-free cheesecake pudding mix. Blend for 1 minute on
high. After 1 minute, scrape down the edges so that the protein
powder doesn’t stick to the sides of the blender, and incorporate
thoroughly with the whole mixture. Blend again for 1 minute on
high. After blending, the consistency should be a thick cream.
4. Get your Pumpkin Crust from the fridge. Pour Vanilla Pumpkin Ice
Cream mixture on top of the Pumpkin Crust and spread it well.
5. Sprinkle crushed Graham Crackers on top and whole pretzels to
garnish. Enjoy!","M A K E S  2  S E R V I N G S
66g (2 scoops) vanilla protein 
powder (260 calories, 50g protein)
24g Jello Sugar-Free Cheesecake 
Pudding Powder (75 calories)
12g graham crackers
15g pumpkin spice pretzels
150g raw or canned pumpkin (not 
Pumpkin Pie Filling)
3g (1 tsp) guar gum
1g baking powder
3 packets sweetener (2 tbsp) OR 
~1½ tbsp Stevia/Erythritol
1g pumpkin pie spice
1g salt
100g water
420g ice",10,15
180,"1. Add all ingredients to a blender. Blend for 1 minute on medium-high speed until there is a smooth 
consistency. Note that if you use casein protein, the ice cream will be thicker.
2. Scrape sides of the blender and ensure all ingredients are blended. You may have to pulse the blender a 
few times depending on the consistency you want to achieve. You can always add more ice or water to 
get the consistency you desire.
3. Pour the mixture out of the blender and into a bowl to consume immediately. You may drizzle with 
powdered peanut butter, or fresh blueberries, or Walden Farms low-calorie syrup, or popcorn, anything 
that makes it more interesting and delicious for you.",,10,10
181,"1. Add all ingredients to a blender. Blend for 1 minute on medium-
high speed until there is a smooth consistency. Note that if you 
use casein protein, the ice cream will be thicker.
2. Scrape sides of the blender and ensure all ingredients are 
blended. You may have to pulse the blender a few times 
depending on the consistency you want to achieve. You can 
always add more ice or water to get the consistency you desire.
3. Pour the mixture out of the blender and into a bowl to consume 
immediately. You may drizzle with powdered peanut butter, or 
fresh blueberries, or Walden Farms low-calorie syrup, or popcorn, 
anything that makes it more interesting and delicious for you. 
IT DOESN’T MATTER! There are NO rules in this kitchen! Just 
be sure that you account for your toppings when tracking your 
calories.","M A K E S  1  M E D I U M 
S E R V I N G
50g (1½ scoops) protein powder of 
choice
12g (2 tbsp) powdered peanut 
butter (PB2)
125g (½ cup) 0% fat Greek yogurt
90ml (⅜ cup) unsweetened almond 
milk
15g serving fat-free vanilla Jell-o 
pudding (50 calories)
~2g (¾ tsp) guar/xanthan gum
2 packets (4 tsp) sweetener
2 cups ice",10,10
182,"1. Add all ingredients to a blender. Pulse blend on medium-high 
speed until there is a smooth consistency. You will likely need to 
take a spoon and push the ingredients down a few times. Note 
that the more casein protein is used, the thicker the pudding will 
be.
2. Remove pudding from blender and transfer across 4 popsicle 
trays. Transfer to a freezer.
3. Wait a few hours, and pop out the proteinsicles from the tray 
when you are ready to have a delicious frozen treat!","M A K E S  1  B A T C H  ( A P P R O X . 
4  M E D I U M  S E R V I N G S )
240ml (1 cup) unsweetened almond 
milk
116g (3½) scoops chocolate peanut 
butter whey protein powder
300g frozen strawberries (1 serving)
3g (1 tsp) guar/xanthan gum
1 package fat-free Jell-O chocolate 
pudding (140 calories)
125g (½ cup) 0% fat Greek yogurt
5 packets (~3 tbsp) sweetener (to 
taste)
Chocolate Strawberry 
Almond Proteinsicles",20,5 HOUR
183,"1. Add all ingredients to a blender. Pulse blend on medium-high 
speed until there is a smooth consistency. You will likely need to 
take a spoon and push the ingredients down a few times. Note 
that the more casein protein is used, the thicker the pudding will 
be.
2. Remove pudding from blender and transfer across 4 popsicle 
trays. Transfer to a freezer.
3. Wait a few hours, and pop out the proteinsicles from the tray 
when you are ready to have a delicious frozen treat!","M A K E S  1  B A T C H 
( A P P R O X .  4  L A R G E 
S E R V I N G S )
320 ml (~1¼ cups) ice water
150g frozen strawberries (½ 
serving)
165g (5 scoops) chocolate peanut 
butter whey protein powder
250g (1 cup) 0% fat Greek yogurt
72g (¾ cup) chocolate peanut 
butter powder (PB2)
3g (1 tsp) guar/xanthan gum
5 packets (~3 tbsp) sweetener (to 
taste)
Chocolate Strawberry 
PB Proteinsicles",20,5 HOUR
184,"1. Add all ingredients to a blender. Pulse blend on medium-high 
speed until there is a smooth consistency. You will likely need to 
take a spoon and push the ingredients down a few times. Note 
that the more casein protein is used, the thicker the pudding will 
be.
2. Remove pudding from blender and transfer across 4 popsicle 
trays. Transfer to a freezer.
3. Wait a few hours, and pop out the proteinsicles from the tray 
when you are ready to have a delicious frozen treat!","M A K E S  1  B A T C H  ( A P P R O X . 
4  L A R G E  S E R V I N G S )
360 ml (1½ cups) unsweetened 
almond milk
180g (5½ scoops) strawberry casein 
protein powder of choice
450g frozen strawberries (1½ 
servings)
9g (3 tsp) guar/xanthan gum
175g (¾ cup) 0% fat Greek yogurt
1 packet cheesecake fat-free Jell-O 
pudding (100 calories)
12 packets (½ cup) sweetener (to 
taste)
Strawberry Cheesecake 
Proteinsicle",10,5 HOUR
